DanOrder	alanOrder	lineID	page	page_on_photo	col_on_single_page	x1col	y1col	x2col	y2col	newLineNuAlan	GTLineNumberDaniel	top_on_page	bottom_on_page	left_on_page	right_on_page	AT	GT2	enriched_y_n	color_img_file_name	include	regionID	regionx1	regiony1	regionx2	regiony2	enriched_y_n	color_img_file_name
2223	2209	9824	98	1	1	1	1	1024	1373	24	24	1013	1074	221	908	מאיכן ללמוד בשוה שחלק קרח על משה בא מלאן המות לצאת על שרל	מאיכן ללמוד בשעה שחלק קרח על משה בא מלאך המות לצאת על ישרﭏ	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_98.png	1	1	1	1	1024	1373	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_98.png
2224	2210	9825	98	1	1	1	1	1024	1373	25	25	1053	1112	231	915	ולחבל אותם וﭏו יצא הדג את כל ישרﭏ והיה משה שרוי אצל מועד שהה	ולחבל אותם ואלו יצא הרג את כל ישרﭏ והיה משה שרוי אצל מועד שהיה	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_98.png	1	1	1	1	1024	1373	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_98.png
2225	2211	9826	98	1	1	1	1	1024	1373	26	26	1092	1151	229	909	מבני קהת והגישבו היה מבקש לצאת על ישרﭏ מיד אמ' לאהרן קח את	מבני קהת והרגיש בו היה מבקש לצאת על ישרﭏ מיד אמ' לאהרן קח את	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_98.png	1	1	1	1	1024	1373	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_98.png
2226	2212	9901	99	1	1	1	1	1024	1430	1	1	131	202	110	791	המחתה ותן עליה אש מעל המזבח ושים קטרת והולך מהרה אל העדה	המחתה ותן עליה אש מעל המזבח ושים קטרת והולך מהרה אל העדה	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_99.png	1	1	1	1	1024	1430	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_99.png
2227	2213	9902	99	1	1	1	1	1024	1430	2	2	171	240	107	793	וכפר עליהם מהרה בריגול זרז עצמך מה את עומד ומשתהא הולך מה	וכפר עליהם מהרה בריגול זרז עצמך מה את עומד ומשתהא הולך מהרה	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_99.png	1	1	1	1	1024	1430	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_99.png
2228	2214	9903	99	1	1	1	1	1024	1430	3	3	213	272	103	798	אל העדה אמ' לו אהרן מרי מה ראית אמ' לו ראיתי למלאך המות שיצא	אל העדה אמ' לו אהרן מרי מה ראית אמ' לו ראיתי למלאך המות שיצא	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_99.png	1	1	1	1	1024	1430	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_99.png
2229	2215	9904	99	1	1	1	1	1024	1430	4	4	253	312	111	799	לנגוף לשונאי ישרﭏ כי יצא הקצף מלפני ײ החל הנגף ˙ נמצאת למד	לנגוף לשונאי ישרﭏ כי יצא הקצף מלפני ײ החל הנגף ˙ נמצאת למד	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_99.png	1	1	1	1	1024	1430	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_99.png
2230	2216	9905	99	1	1	1	1	1024	1430	5	5	291	350	105	789	שהלוים היו מכלים את הפורענות ומי הם בני קהת שמשר ואחהרן	שהלוים היו מכלים את הפורענות ומי הם בני קהת שמשה ואהרן	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_99.png	1	1	1	1	1024	1430	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_99.png
2231	2217	9906	99	1	1	1	1	1024	1430	6	6	322	395	106	796	מבני קהת היו אמ' להם הק'ב'ה' הם מצטערים עם ישרﭏ כל הצער הזה	מבני קהת היו אמ' להם הק’ב’ה’ הם מצטערים עם ישרﭏ כל הצער הזה	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_99.png	1	1	1	1	1024	1430	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_99.png
2232	2218	9907	99	1	1	1	1	1024	1430	7	7	361	432	108	794	ואין אתם עושים להם תקנה אלא עשו להם תקנה וזאת עשו להם וחיו	ואין אתם עושים להם תקנה אלא עשו להם תקנה וזאת עשו להם וחיו	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_99.png	1	1	1	1	1024	1430	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_99.png
2233	2219	9908	99	1	1	1	1	1024	1430	8	8	406	465	115	800	ולא ימותו מה דאה הק'ב’ה’ להזהיר על משפחות הקהתי יותר משאר	ולא ימותו מה ראה הק’ב’ה’ להזהיר על משפחות הקהתי יותר משאר	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_99.png	1	1	1	1	1024	1430	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_99.png
2234	2220	9909	99	1	1	1	1	1024	1430	9	9	444	504	105	796	המשפחות ˙ אמ'ר' יהודה בר סימון בשם ר' שמוﭏ בר רצחק יש דבר	המשפחות ˙ אמ’ר’ יהודה בר סימון בשם ר' שמוﭏ בר יצחק יש דבר	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_99.png	1	1	1	1	1024	1430	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_99.png
2235	2221	9910	99	1	1	1	1	1024	1430	10	10	484	543	104	792	מעולה בשבט לוי ובמשפחות קהת מה שאין בכל ישרﭏ כאי צד כל	מעולה בשבט לוי ובמשפחות קהת מה שאין בכל ישרﭏ כאי צד כל	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_99.png	1	1	1	1	1024	1430	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_99.png
2236	2222	9911	99	1	1	1	1	1024	1430	11	11	515	586	112	792	השבטים לא איכפת להם בכלי בית המשכן אבל שבטו של לוי טוענים	השבטים לא איכפת להם בכלי בית המשכן אבל שבטו של לוי טוענים	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_99.png	1	1	1	1	1024	1430	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_99.png
2237	2223	9912	99	1	1	1	1	1024	1430	12	12	553	624	103	800	בכל המשכן מי שהוא טעון בקדשים מי שהוא טעון בבדיחים מי שהוא	בכל המשכן מי שהוא טעון בקרשים מי שהוא טעון בבריחים מי שהוא	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_99.png	1	1	1	1	1024	1430	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_99.png
2238	2224	9913	99	1	1	1	1	1024	1430	13	13	597	656	107	792	טעון באדנים כך היתה משמרת בני מררי טוענין ומשפחת בני גכש	טעון באדנים כך היתה משמרת בני מררי טוענין ומשפחת בני גרשון	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_99.png	1	1	1	1	1024	1430	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_99.png
2239	2225	9914	99	1	1	1	1	1024	1430	14	14	630	700	133	793	טוענין כל כלי האריג ומשפחת בני קהת בארון˙ דבר	טוענין כל כלי האריג ומשפחת בני קהת בארון ˙˙ דבר	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_99.png	1	1	1	1	1024	1430	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_99.png
2240	2226	9915	99	1	1	1	1	1024	1430	15	15	667	739	101	791	אחר במה היה שבטו של לוי מעולה בישראל שישרﭏ היו לבושין סנדלין	אחר במה היה שבטו של לוי מעולה בישראל שישרﭏ היו לבושין סנדלין	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_99.png	1	1	1	1	1024	1430	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_99.png
2241	2227	9916	99	1	1	1	1	1024	1430	16	16	711	770	110	788	אבל שבטו של לוי שהיו טעונין בכלי המשכן היו מהלכיי יחפים הרי	אבל שבטו של לוי שהיו טעונין בכלי המשכן היו מהלכין יחפים הרי	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_99.png	1	1	1	1	1024	1430	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_99.png
2242	2228	9917	99	1	1	1	1	1024	1430	17	17	749	808	100	801	למדנו שהיה שבט לוי מעולה מכל השבטים ומעולין בשבט לוי משפח	למדנו שהיה שבט לוי מעולה מכל השבטים ומעולין בשבט לוי משפח'	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_99.png	1	1	1	1	1024	1430	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_99.png
2243	2229	9918	99	1	1	1	1	1024	1430	18	18	786	845	117	792	קהת שהיה בן לוי נושא נותן משאו או הקרשים או הבריחים או	קהת שהיה בן לוי [נושא] נותן משאו או הקרשים או הבריחים או	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_99.png	1	1	1	1	1024	1430	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_99.png
2244	2230	9919	99	1	1	1	1	1024	1430	19	19	823	882	109	804	האדנים או כל דבר על העגלות אבל משפחות קהת היו טוענין בכתפיר	האדנים או כל דבר על העגלות אבל משפחות קהת היו טוענין בכתפיה'	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_99.png	1	1	1	1	1024	1430	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_99.png
2245	2231	9920	99	1	1	1	1	1024	1430	20	20	855	926	122	798	שלא היה להם רשות ליתן הארון על העגלות שנ' ולבני קהת לא נלתן וגו' ˙	שלא היה להם רשות ליתן הארון על העגלות שנ' ולבני קהת לא נתן וגו' ˙	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_99.png	1	1	1	1	1024	1430	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_99.png
2246	2232	9921	99	1	1	1	1	1024	1430	21	21	899	958	102	795	ועוד בדבר אחר היו מעולים מכל הלוים שהיו טוענין בכל המשכן היו	ועוד בדבר אחר היו מעולים מכל הלוים שהיו טוענין בכל המשכן היו	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_99.png	1	1	1	1	1024	1430	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_99.png
2247	2233	9922	99	1	1	1	1	1024	1430	22	22	939	997	119	789	מהלכין אחריהם ופניהם לאון כדי שלא ליתן אחור לארון הוי	מהלכין אחריהם ופניהם לארון כדי שלא ליתן אחור לארון הוי	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_99.png	1	1	1	1	1024	1430	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_99.png
2248	2234	9923	99	1	1	1	1	1024	1430	23	23	977	1036	101	797	נמצאת אומר אף על פי שהיו גדולים משאר המשפחות אין צרך לומ	נמצאת אומר אף על פי שהיו גדולים משאר המשפחות אין צרך לומר	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_99.png	1	1	1	1	1024	1430	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_99.png
2249	2235	9924	99	1	1	1	1	1024	1430	24	24	1010	1080	105	794	מישרﭏ לא היתה רוחן גסה עליהם אלא משועבדים לפני הארון למה	מישרﭏ לא היתה רוחן גסה עליהם אלא משועבדים לפני הארון למה	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_99.png	1	1	1	1	1024	1430	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_99.png
2250	2236	9925	99	1	1	1	1	1024	1430	25	25	1056	1113	108	799	כן לפי שאין גדולה לפני האלהים נמצאת אומר אף על פי שהיתה	כן לפי שאין גדולה לפני האלהים נמצאת אומר אף על פי שהיתה	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_99.png	1	1	1	1	1024	1430	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_99.png
2251	2237	9926	99	1	1	1	1	1024	1430	26	26	1089	1160	111	791	משפחת קהת פלא טיני אלא כיון שהיו באין לטעון את הארון היו	משפחת קהת פלאטיני אלא כיון שהיו באין לטעון את הארון היו	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_99.png	1	1	1	1	1024	1430	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_99.png
2252	2238	10001	100	1	1	1	1	1024	1441	1	1	135	207	125	913	טוענין בו כעבדים אמ' הק'ב'ה' התורה היא חיים שנ' עץ איים היא	טוענין בו כעבדים אמ' הק'ב'ה' התורה היא חיים שנ' עץ חיים היא	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_100.png	1	1	1	1	1024	1441	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_100.png
2253	2239	10002	100	1	1	1	1	1024	1441	2	2	175	245	241	927	למחזיקים בה ותומכיה מאושר ˙ כי חיים הם למוצאיהם ולכל בשרו	למחזיקים בה ותומכיה מאושר ˙ כי חיים הם למוצאיהם ולכל בשרו	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_100.png	1	1	1	1	1024	1441	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_100.png
2254	2240	10003	100	1	1	1	1	1024	1441	3	3	213	282	242	913	מרפא ˙ ובני קהת מחזיקים בתורה שהיא חיים זה הארון שנושאים	מרפא ˙ ובני קהת מחזיקים בתורה שהיא חיים זה הארון שנושאים	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_100.png	1	1	1	1	1024	1441	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_100.png
2255	2241	10004	100	1	1	1	1	1024	1441	4	4	251	321	234	917	שבו התורה בדין הוא שיחיו ולא ימותו הוי וחיו ולא ימותו בגשתם אל	שבו התורה בדין הוא שיחיו ולא ימותו הוי וחיו ולא ימותו בגשתם אל	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_100.png	1	1	1	1	1024	1441	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_100.png
2256	2242	10005	100	1	1	1	1	1024	1441	5	5	289	362	239	910	קדש הקרשים  אהרן ובניו יבאו ושמו אותם וגו' ˙ מיכן היה	קדש הקדשים ˙ אהרן ובניו יבאו ושמו אותם וגו' ˙ מיכן היה	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_100.png	1	1	1	1	1024	1441	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_100.png
2257	2243	10006	100	1	1	1	1	1024	1441	6	6	329	399	244	918	ר' שמואם בר נחמן אומר מפני שהיו בני קהת יודעים שכל מי שטוען	ר' שמואל בר נחמן אומר מפני שהיו בני קהת יודעים שכל מי שטוען	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_100.png	1	1	1	1	1024	1441	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_100.png
2258	2244	10007	100	1	1	1	1	1024	1441	7	7	363	436	235	923	בארון שכרו מרובה והיו מניחין השלחן והמנורה והמזבחות וכו' כמ	בארון שכרו מרובה והיו מניחין השלחן והמנורה והמזבחות וכו' [כמ]	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_100.png	1	1	1	1	1024	1441	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_100.png
2259	2245	10008	100	1	1	1	1	1024	1441	8	8	406	473	352	916	כמו שכתוב למעלה עד אהרן ובניו יבאו ושמו אותם וגו' ˙	כמו שכתוב למעלה עד אהרן ובניו יבאו ושמו אותם וגו' ˙˙	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_100.png	1	1	1	1	1024	1441	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_100.png
2260	2246	10009	100	1	1	1	1	1024	1441	9	9	440	511	236	883	ולא יבאו לראות כבלע את הקדש ומתו ˙ אמ'ר' יהודה הלוי בר'	ולא יבאו לראות כבלע את הקדש ומתו ˙ אמ' ר' יהודה הלוי בר'	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_100.png	1	1	1	1	1024	1441	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_100.png
2261	2247	10010	100	1	1	1	1	1024	1441	10	10	479	550	237	914	שלום רוצה אתה ללמוד באי זה עון מתים בני קהת צא ולמדימן המקרא	שלום רוצה אתה ללמוד באי זה עון מתים בני קהת צא ולמד מן המקרא	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_100.png	1	1	1	1	1024	1441	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_100.png
2262	2248	10011	100	1	1	1	1	1024	1441	11	11	517	588	238	922	הזה ולא יבאו לראות כבלע את הקדש ומתו וגו' ˙ מלמד כשהיו באים	הזה ולא יבאו לראות כבלע את הקדש ומתו וגו' ˙ מלמד כשהיו באים	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_100.png	1	1	1	1	1024	1441	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_100.png
2263	2249	10012	100	1	1	1	1	1024	1441	12	12	554	625	237	917	לטעין את הארון היו מפרקי את הפרוכת מפניו והיו זנים עילניהם מן	לטעון את הארון היו מפרקין את הפרוכת מפניו והיו זנים עיניהם מן	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_100.png	1	1	1	1	1024	1441	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_100.png
2264	2250	10013	100	1	1	1	1	1024	1441	13	13	594	664	252	913	הארון לפיכך היו מתכלים שנ' כי לא יראני האדם וחי ˙ והיאך יעשה	הארון לפיכך היו מתכלים שנ' כי לא יראני האדם וחי ˙ והיאך יעשה	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_100.png	1	1	1	1	1024	1441	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_100.png
2265	2251	10014	100	1	1	1	1	1024	1441	14	14	633	703	233	925	להם משה תקנה אלא אמ' לו הﭏהים בשעה שיהיו מפרקין את המשכן	להם משה תקנה אלא אמ' לו הﭏהים בשעה שיהיו מפרקין את המשכן	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_100.png	1	1	1	1	1024	1441	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_100.png
2266	2252	10015	100	1	1	1	1	1024	1441	15	15	670	741	231	923	לא יהיו בני קהת מפרקין את הפרוכת מפני הארון אלא יהיו בני אחרן	לא יהיו בני קהת מפרקין את הפרוכת מפני הארון אלא יהיו בני אהרן	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_100.png	1	1	1	1	1024	1441	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_100.png
2267	2253	10016	100	1	1	1	1	1024	1441	16	16	708	779	227	922	נכנסין ומפרקין אותה מפנש שהם כהנים ויכסו את הארון וכן השלחן וכן	נכנסין ומפרקין אותה מפני שהם כהנים ויכסו את הארון וכן השלחן וכן	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_100.png	1	1	1	1	1024	1441	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_100.png
2268	2254	10017	100	1	1	1	1	1024	1441	17	17	747	817	240	918	כל הכלים היזכרים לו ˙ ובזה יהיה להם תקנה שלא ימותו אם אינם	כל הכלים הנזכרים לו ˙ ובזה יהיה להם תקנה שלא ימותו אם אינם	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_100.png	1	1	1	1	1024	1441	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_100.png
2269	2255	10018	100	1	1	1	1	1024	1441	18	18	789	846	246	918	מסתכלין בארון הדא היא דכתיב ולא יבאו לראות כבלע את הקדש זה	מסתכלין בארון הדא היא דכתיב ולא יבאו לראות כבלע את הקדש זה	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_100.png	1	1	1	1	1024	1441	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_100.png
2270	2256	10019	100	1	1	1	1	1024	1441	19	19	826	885	228	913	הארון אםעשין כן ˙ מהו כבלע ˙ א'ר' לוי אם רואין בארון הזה שהוא נופנ	הארון אם עושין כן ˙ מהו כבלע ˙ א'ר' לוי אם רואין בארון הזה שהוא נופל	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_100.png	1	1	1	1	1024	1441	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_100.png
2271	2257	10020	100	1	1	1	1	1024	1441	20	20	858	929	229	919	מן העין מיד הם מתים ˙ תדע מאנשי בית שמש שנ' ויך באנשי בית שמש	מן העין מיד הם מתים ˙ תדע מאנשי בית שמש שנ' ויך באנשי בית שמש	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_100.png	1	1	1	1	1024	1441	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_100.png
2272	2258	10021	100	1	1	1	1	1024	1441	21	21	903	962	235	903	כי ראו בארון ויך בעם שבעים איש חמשים איש אלף איש ויתאבלו	כי ראו בארון ˙ ויך בעם שבעים איש חמשים [איש] אלף איש ויתאבלו	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_100.png	1	1	1	1	1024	1441	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_100.png
2273	2259	10022	100	1	1	1	1	1024	1441	22	22	942	1001	235	914	העם כי הכה ײ בעם מכה גדולה ˙ מהו כי ראו בארון יי ˙ ר' אבהו ור'	העם כי הכה ײ בעם מכה גדולה ˙ מהו כי ראו בארון ײ ˙ ר' אבהו ור'	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_100.png	1	1	1	1	1024	1441	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_100.png
2274	2260	10023	100	1	1	1	1	1024	1441	23	23	974	1047	235	912	אלעזר חד אמ' קוצרים ומשתחוים היו וחד אמ' מדברים דברים יתרים	אלעזר חד אמ' קוצרים ומשתחוים היו וחד אמ' מדברים דברים יתרים	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_100.png	1	1	1	1	1024	1441	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_100.png
2275	2261	10024	100	1	1	1	1	1024	1441	24	24	1020	1079	225	902	היו מה אמרו ומה אמריך דאימרת עלאך ומאן פייס דאיפייסת ˙	היו מה אמרו ומה אמריך דאימרת עלאך ומאן פייסך דאיפייסת ˙	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_100.png	1	1	1	1	1024	1441	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_100.png
2276	2262	10025	100	1	1	1	1	1024	1441	25	25	1057	1116	241	887	ר' לוי אמ' נכפפה היריעה שעל הארון ברוח ונתגלה הארון וראו בו	ר' לוי אמ' נכפפה היריעה שעל הארון ברוח ונתגלה הארון וראו בו	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_100.png	1	1	1	1	1024	1441	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_100.png
2277	2263	10026	100	1	1	1	1	1024	1441	26	26	1097	1156	229	905	איתא חמי כמה תקנה גדולה להם על כך שכן כתיב ויך בע שבעים	איתא חמי כמה תקנה גדולה להם על כך שכן כתיב ויך בעם שבעים	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_100.png	1	1	1	1	1024	1441	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_100.png
2279	2264	10102	101	1	1	1	1	1024	1429	1	2	143	202	111	786	איש חמשים אלף איש ˙ ר' אבהו ור' אלעזר ˙ חד אמ' שבעים איש היו וכל	איש חמשים אלף איש ˙ ר' אבהו ור' אלעזר חד אמ' שבעים איש היו וכל	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_101.png	1	1	1	1	1024	1429	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_101.png
2280	2265	10103	101	1	1	1	1	1024	1429	2	3	181	240	104	788	אחד ואחד שקול כשבעים סנהדרין כחמשים אלף איש ˙ וחד אמ' חמשי'	אחד ואחד שקול [בשבעים סנהדרין] כחמשים אלף איש ˙ וחד אמ' חמשי' 	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_101.png	1	1	1	1	1024	1429	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_101.png
2281	2266	10104	101	1	1	1	1	1024	1429	3	4	218	278	114	789	אלף היו וכל אחד ואחד שקול כשבעים סנהדרי ˙ ר' חנינא ור' מונא	אלף היו וכל אחד ואחד שקול כשבעים סנהדרי ˙ ר' חנינא ור' מונא	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_101.png	1	1	1	1	1024	1429	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_101.png
2282	2267	10105	101	1	1	1	1	1024	1429	4	5	256	315	121	783	חד אמ' שבעים איש זו סנהדרי וחמשים אלף שהיו שקולין כנגד חמשים	חד אמ' שבעים איש זו סנהדרי וחמשים אלף שהיו שקולין כנגד חמשים	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_101.png	1	1	1	1	1024	1429	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_101.png
2283	2268	10106	101	1	1	1	1	1024	1429	5	6	295	354	113	797	אלף איש ˙ וחד אמ' שבעים איש זו סנהדרין וחמשים אלף איש מעם	אלף איש ˙ וחד אמ' שבעים איש זו סנהדרין וחמשים אלף איש מעם	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_101.png	1	1	1	1	1024	1429	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_101.png
2284	2269	10107	101	1	1	1	1	1024	1429	6	7	333	392	118	792	הארץ ˙ אליהו אמ' נתקבצו ויצאו למלחמה ונפלו מהם חמשים אלף	הארץ ˙ אליהו אמ' נתקבצו ויצאו למלחמה ונפלו מהם חמשים אלף	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_101.png	1	1	1	1	1024	1429	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_101.png
2285	2270	10108	101	1	1	1	1	1024	1429	7	8	370	429	108	793	ונפלה סנהדרי גדולה עמהם מי הרג אותם הוי לא הרג אותם אלא אנשי	ונפלה סנהדרי גדולה עמהם מי הרג אותם הוי לא הרג אותם אלא אנשי	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_101.png	1	1	1	1	1024	1429	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_101.png
2286	2271	10109	101	1	1	1	1	1024	1429	8	9	410	468	115	792	בית שמש על שראו בארון ולכך הזהיד הק'ב'ה' על בני קהת ולא יבאי	בית שמש על שראו בארון ולכך הזהיר הק'ב'ה' על בני קהת ולא יבאו	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_101.png	1	1	1	1	1024	1429	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_101.png
2287	2272	10110	101	1	1	1	1	1024	1429	9	10	446	505	116	797	לראות כבלע את הקדש וגו' ˙ אמ' הק'ב'ה' כשם שעשיתי לבני קהת ע	לראות כבלע את הקדש וגו' ˙ אמ' הק'ב'ה' כשם שעשיתי לבני קהת על	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_101.png	1	1	1	1	1024	1429	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_101.png
2288	2273	10111	101	1	1	1	1	1024	1429	10	11	484	543	104	790	שהיויראים אותי כבדתים וחלקתי להם כבוד והזהרתי עליהם להציל	שהיו יראים אותי כבדתים וחלקתי להם כבוד והזהרתי עליהם להציל	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_101.png	1	1	1	1	1024	1429	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_101.png
2289	2274	10112	101	1	1	1	1	1024	1429	11	12	522	581	107	793	ממות נפשם כך כל מי שהוא מתירא ממני אני מכבדו ואיני מכרית	ממות נפשם כך כל מי שהוא מתירא ממני אני מכבדו ואיני מכרית	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_101.png	1	1	1	1	1024	1429	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_101.png
