page	line	left	top	right	bottom	AT	iiif_url
86	17	262	1260	1379	1331	אמרת מענ אני אגרש שונאיהם מעט מענט אגדשנו מפניך אתה	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0086_fa_0040v.jp2/info.json
86	18	262	1315	1379	1386	אמרת מים אני אתן להם באר מים עלי באר עט לה˙ אתה אמרת	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0086_fa_0040v.jp2/info.json
86	19	262	1378	1379	1449	ורחצו רגליכם אני ארחצם מכל טומאה˙ דכתי' אם רחין יי' את צואמת	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0086_fa_0040v.jp2/info.json
86	20	262	1438	1379	1509	בנות ציון˙ אתה אמרת והשענן תרות הען אני אתן להם מיצות	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0086_fa_0040v.jp2/info.json
86	21	262	1496	1379	1567	סבה דכתי צאו ההר מהביאו עלי זית ועלי עץ שמן יאתה אמרת	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0086_fa_0040v.jp2/info.json
86	22	262	1549	1379	1620	ושאקזך נת לחם הננממטיר לכם לחם מנן השמים˙ אתה לקחה	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0086_fa_0040v.jp2/info.json
86	23	262	1611	1379	1682	ויו˙    חמאה וחל' אני אתן להם חמאת בקר וחלב צאן מכון	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0086_fa_0040v.jp2/info.json
86	24	262	1666	1379	1737	שנו חכמים שהצדיקים אומ' מעט ועושין הרבה שאמ' להם ואקחה	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0086_fa_0040v.jp2/info.json
86	25	262	1719	1379	1790	ת חם וכארחרונה עשה להם שלשה שורים ותשע סאין ש	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0086_fa_0040v.jp2/info.json
86	26	262	1770	1379	1841	מהי שלש באין דקמר סלת סאים כמשמג˙ קמח שר˙ חל	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0086_fa_0040v.jp2/info.json
86	27	262	1820	1379	1891	רי תשע˙ ומנין ששלשה שורים נ' ויקוכן נבקי נו וחד בקר	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0086_fa_0040v.jp2/info.json
86	28	262	1877	1379	1948	שנים˙ ר שלשה˙ ויש אומ' ושוד ארכעה אף ה'ב'ה' אי לישראל אמענ	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0086_fa_0040v.jp2/info.json
87	1	354	349	1472	420	ועשה הרבה שנ' ידע תדע כי גר יהיה זרעד וג ˙ וג אה העי	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0087_fa_0041r.jp2/info.json
87	2	354	405	1472	476	אשריעבוהו זו אנכי לא ממ' לו אלא בדלת ונו לסו מ ד  ל	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0087_fa_0041r.jp2/info.json
87	3	354	465	1472	536	בשהעים ושתים שנ' או הנסה אלהים לכא לקחת לו גלי מהב מיומ'	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0087_fa_0041r.jp2/info.json
87	4	354	519	1472	590	ומנין שהרשעים אמ' הרבה ואפי מתט איו עושיו שכו מו	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0087_fa_0041r.jp2/info.json
87	5	354	576	1472	647	בעפרן שאמר לאברהם השדה נתתי לך והמערה משל  ל	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0087_fa_0041r.jp2/info.json
87	6	354	635	1472	706	נתתיה ולסום כיקל מניה מה דלא הויא שויא˙ דאג י' רנתא ב	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0087_fa_0041r.jp2/info.json
87	7	354	697	1472	768	שקל האמור בתורה סלעים שבנביאים ליטרין˙ שבכתוכים קנטמן	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0087_fa_0041r.jp2/info.json
87	8	354	756	1472	827	בר משקלי עפרין דכת' בכסף מלא˙ ור' ˙ אמר המכסה אי מאב	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0087_fa_0041r.jp2/info.json
87	9	354	816	1472	887	ילמדנו רבינו המתרגם בתורה מהו שיסתכל בספ התוהה	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0087_fa_0041r.jp2/info.json
87	10	354	882	1472	953	ולתרגם ˙ כך שנו רבות' והמתרם בתורה אסו רלו להסתבל בספר	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0087_fa_0041r.jp2/info.json
87	11	354	933	1472	1004	רה ומליגר ברי שלאו יאמיי תגוםבתורה וההורמ ק ˙	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0087_fa_0041r.jp2/info.json
87	12	354	992	1472	1063	ששו חוא לתורה שלאו נתבה התודה אלמ בכתב שש ות	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0087_fa_0041r.jp2/info.json
87	13	354	1043	1472	1114	דלוחות ואסור מתרגים ביבים לתו עיובוי  ד ה ˙ב	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0087_fa_0041r.jp2/info.json
87	14	354	1099	1472	1170	בכימיקרומלאו חא כתב לד את הרכם האוה י	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0087_fa_0041r.jp2/info.json
87	15	354	1152	1472	1223	נתנה בכתם בי ע םי הבים רמה מג    יק	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0087_fa_0041r.jp2/info.json
87	16	354	1208	1472	1279	אר'יהודה ברימו כרתי אתר כרית את ושי  ו ˙ב	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0087_fa_0041r.jp2/info.json
87	17	354	1258	1472	1329	ליד כתב לך עלי בי ל˙ חם  ה רמ ה מ	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0087_fa_0041r.jp2/info.json
87	18	354	1322	1472	1393	מה שבעלפה עלכה כרתי אתר ברית אר   יר דמ	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0087_fa_0041r.jp2/info.json
87	19	354	1382	1472	1453	לזה ומה שבול פה ביתב לאו ברתי נר כרי ה  ה ר	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0087_fa_0041r.jp2/info.json
87	20	354	1443	1472	1514	ברשלם בקשמשה שתהא משנה אה הי בבתב ות	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0087_fa_0041r.jp2/info.json
87	21	354	1497	1472	1568	אמות תיריון לתיגי את התיה וה ו ' רי ך בירב	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0087_fa_0041r.jp2/info.json
87	22	354	1555	1472	1626	ואמ' אוהב שוראל אמ' לוהב'ה למה א  ויי לק	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0087_fa_0041r.jp2/info.json
87	23	354	1608	1472	1679	רנחשבו ובלכך למה מני שהמכה י בב ליבשמש	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0087_fa_0041r.jp2/info.json
87	24	354	1672	1472	1743	אהב˙ מסר מסתויו כל אל להיהנ ל ה˙	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0087_fa_0041r.jp2/info.json
87	25	354	1719	1472	1790	ואתה מינא אםילו בשוה שרשש וב סרי לממ	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0087_fa_0041r.jp2/info.json
87	26	354	1753	1472	1824	בקש להתי  יר ר  בבוה שהעסו רכרומים לפני הב'ה	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0087_fa_0041r.jp2/info.json
87	27	354	1803	1472	1874	יתיעשה˙ ומי קולרד י המבזה אנמאוכיהם ו	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0087_fa_0041r.jp2/info.json
87	28	354	1852	1472	1923	אירה ו בלמא ו שכל מוכבנני אלהיר ואת ה	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0087_fa_0041r.jp2/info.json
88	1	221	349	1334	420	בוי פלניו שלו וכשהוא חביב לפני המלך והצדיקים הן חביבין	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0088_fa_0041v.jp2/info.json
88	2	221	410	1334	481	ונ בה וקביבין עלהמלאוכין על הבייות שמענו ארוני מנשין נ	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0088_fa_0041v.jp2/info.json
88	3	221	463	1334	534	מי וניא כשהיה ימלאד בא אצל דיאל קואו שלשה פעים	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0088_fa_0041v.jp2/info.json
88	4	221	521	1334	592	אוש חמורות יותה אשר˙ האיש שכת שמע שבשרו המלאוך ואמלו	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0088_fa_0041v.jp2/info.json
88	5	221	575	1334	646	שאתה נחמר לפי ה'ב'ה' ואתה חמוד על מרך ושתבח בעלונים	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0088_fa_0041v.jp2/info.json
88	6	221	632	1334	703	מ בתחתנים ואוי כעלול שתבח בעליונים לפני הב'ה' ומ	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0088_fa_0041v.jp2/info.json
88	7	221	697	1334	768	בתחתונים שנ' ראה קראתי בצלאל בן אורי בן חור˙ וכתי ראו קרא יי	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0088_fa_0041v.jp2/info.json
88	8	221	755	1334	826	בשם בצלאל ראה בוליוניכ ראו בתחתונים הוי ונמצא חן ושכ	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0088_fa_0041v.jp2/info.json
88	9	221	814	1334	885	וב כויני אלהים ואים˙ ד'א' ומצא חו ושכל טוב זה אברהם	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0088_fa_0041v.jp2/info.json
88	10	221	876	1334	947	וה חביב עלהכריות שנ' שמענן אתני נשיא אלהים אתה	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0088_fa_0041v.jp2/info.json
88	11	221	934	1334	1005	אכש ומשיו שהיה חכיב על ה'ב'ה על המלאכים שנ' ולי' אמר המכיה	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0088_fa_0041v.jp2/info.json
88	12	221	993	1334	1064	אכחם וגמ' אר לוי מפנימה ולה הנ'ה' לאברהם מפני שהיה	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0088_fa_0041v.jp2/info.json
88	13	221	1044	1334	1115	ימהדהד ערר המסול מיפשר שלא היו כהם עשים	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0088_fa_0041v.jp2/info.json
88	14	221	1093	1334	1164	אכר לא מולה יםה להה ביכותב לככך ימ'אק	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0088_fa_0041v.jp2/info.json
88	15	221	1150	1334	1221	בויהאל ו שוא אמר ו בברההו ניקב כקנ	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0088_fa_0041v.jp2/info.json
88	16	221	1209	1334	1280	מכריו  וה' המכבה אני מאברהם וממ' כיו שאמ' לו ב	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0088_fa_0041v.jp2/info.json
88	17	221	1268	1334	1339	ק ן ותי מה חשיםן ויגם אברהם ויאמר הארי תספה	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0088_fa_0041v.jp2/info.json
88	18	221	1324	1334	1395	ב רשו א לוי הוא הכר שאמ' אכרהם הוא רדבר שימ	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0088_fa_0041v.jp2/info.json
88	19	221	1384	1334	1455	ומ מוה ואברהם מכלה בשילה˙ איוב אמ' אחת היא עלין	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0088_fa_0041v.jp2/info.json
88	20	221	1445	1334	1516	וקהוי תם ורשע הואמכלה˙ ואכירהם אמ הא' תבפה	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0088_fa_0041v.jp2/info.json
88	21	221	1497	1334	1568	מא רש מיר וממר רולה ל מות ידבר להמוית נז	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0088_fa_0041v.jp2/info.json
88	22	221	1552	1334	1623	נדיה ר˙ מה מר רמבסה אנ מאברהכ למה גלה'	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0088_fa_0041v.jp2/info.json
88	23	221	1612	1334	1683	ק  הורה כר לי משללמ לך שהלה לו פריתם מר	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0088_fa_0041v.jp2/info.json
88	24	221	1670	1334	1741	הבההל ין אממתםה לאדחר מים הומצרך רמלך להוין מתוכו מ	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0088_fa_0041v.jp2/info.json
88	25	221	1736	1334	1807	אור הלד מנ' שהא משל ננתי מות ביתת ך	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0088_fa_0041v.jp2/info.json
88	26	221	1799	1334	1870	אניו שאקמ ממונו נד שימלך ויד לו ה מומ	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0088_fa_0041v.jp2/info.json
88	27	221	1858	1334	1929	שעה אכרהה לארין ישראל ממ בי ל  וו בי	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0088_fa_0041v.jp2/info.json
88	28	221	1904	1334	1975	אשר א וה שם צחינה ונגבה והרמה מיה כי בר	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0088_fa_0041v.jp2/info.json
89	1	310	356	1438	427	האריץ אשר אתה רואה וגו לפיכך כשבקש הבה להחריב חמשת	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0089_fa_0042r.jp2/info.json
89	2	310	413	1438	484	הכרכים האלו אמ' אינן מחריבן חו מדעתו ואם תאמר שאא היו	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0089_fa_0042r.jp2/info.json
89	3	310	463	1438	534	בארן כנען ראה מה כתי' ויהי גבול ההנעוי מצידון באכה גדרה	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0089_fa_0042r.jp2/info.json
89	4	310	518	1438	589	ער עזה בואכה סדומה ועמודה אדמה וצבוים אשר הפך יי'	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0089_fa_0042r.jp2/info.json
89	5	310	571	1438	642	לפיכך כשבקש ה'בה' להחריבן מלך באמברהם˙ דא ויי' אמר המבסה	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0089_fa_0042r.jp2/info.json
89	6	310	629	1438	700	אם מא ברהם ילמדנו רבנו מי שנולדו לו שני בני אחד בעדב שבת	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0089_fa_0042r.jp2/info.json
89	7	310	685	1438	756	ואחד בשבת ושכא ומל את של עדב שבת אי של שבת בערב	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0089_fa_0042r.jp2/info.json
89	8	310	744	1438	815	שבת מהו שיהא חיי שנו רבותי מי שנולדו לו שני בנים אחד בעדב	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0089_fa_0042r.jp2/info.json
89	9	310	809	1438	880	שבת ואחד בשבת ושכח ומל של שבת בערב שבת או של ערבעבת	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0089_fa_0042r.jp2/info.json
89	10	310	866	1438	937	בשבת חייב שחלל את השבת דכתי' וביום השמיני ימול בשר ערלתו˙	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0089_fa_0042r.jp2/info.json
89	11	310	927	1438	998	נמצא זהעובר על התורה למה שחלל את השכת˙ גדלה מילה	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0089_fa_0042r.jp2/info.json
89	12	310	982	1438	1053	שאין התינוק נבנם למיניין הדורות אלא מי שהוא מל שנ' זרע יעבבו	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0089_fa_0042r.jp2/info.json
89	13	310	1039	1438	1110	וםוח לוי' לרוך˙ א'ר' יצחק נאמר כאן עבודה ונאמ' בקר בנותי	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0089_fa_0042r.jp2/info.json
89	14	310	1094	1438	1165	עבודה מה העבודה האמור ה בקרבנות דמים אף העבודה האמורה	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0089_fa_0042r.jp2/info.json
89	15	310	1150	1438	1221	במילה דמים˙ למה זרע יעבדנו כיון שאדם מטיף טיפה אחת של ד	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0089_fa_0042r.jp2/info.json
89	16	310	1204	1438	1275	היא חביבה לפני הב'ה' כקרבנות לפיכך נגלה ה'ב'ה' על אברהם כשמל	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0089_fa_0042r.jp2/info.json
89	17	310	1258	1438	1329	כשם שנגלה בקרבנות שנ' ושור ואיל לשלמים לזבוח לסני יי'˙ וגומ' אמ'	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0089_fa_0042r.jp2/info.json
89	18	310	1319	1438	1390	לו כשהית עיל ובאת לדבר ומי הית נופל שנ' ויפול אברהם על פיו	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0089_fa_0042r.jp2/info.json
89	19	310	1373	1438	1444	וכשמל חיה ה'ב'ה' נגלה עלי הב'ה' עומד ואברהם יושב שנ וירא אליו יי	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0089_fa_0042r.jp2/info.json
89	20	310	1441	1438	1512	באלוני ממא והוא יושב סתח האהל˙ ובשביל אותו זכות כשדא	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0089_fa_0042r.jp2/info.json
89	21	310	1497	1438	1568	בשבא ה'ב'ה' להפוך חמשת כרבי בם סדום גלה ל אברהם שנ' ויי	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0089_fa_0042r.jp2/info.json
89	22	310	1551	1438	1622	אמ' המכסה אני מאברהם ˙ רא ויי' אמר המכסה אני מאברהם	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0089_fa_0042r.jp2/info.json
89	23	310	1608	1438	1679	זשה' אז יגלה אזן אנשים ובכמוסדם יתתום˙ מדבר באבימלך ובפרעה	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0089_fa_0042r.jp2/info.json
89	24	310	1662	1438	1733	שגלה ה'ב'ה' אזנם שנ' ויבא אלהים אל אבימלך בחלום הלילה וכן וינג	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0089_fa_0042r.jp2/info.json
89	25	310	1718	1438	1789	י' את פרעה מהו ובמוסרם יחתום˙ כשם שלקה אבימלך ומעינירתה	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0089_fa_0042r.jp2/info.json
89	26	310	1768	1438	1839	שנ' כי מור עצר יי' כער כל דחם לכית אבימלך כך לקח פרעה בציה	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0089_fa_0042r.jp2/info.json
89	27	310	1820	1438	1891	נאמר על דבר שרה מה כאן עצירה אף להלו עצירה הוי ובמוכרם	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0089_fa_0042r.jp2/info.json
89	28	310	1874	1438	1945	יחתום˙ ד'א א יגלה אזן אושים זה דניאל שגלה לו ה'וה' את הקץ א	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0089_fa_0042r.jp2/info.json
90	1	248	335	1374	406	ובמוסרם יחתום שאמ' לו ואתה רניאל יסתום הדברים וחתום הספר	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0090_fa_0042v.jp2/info.json
90	2	248	392	1374	463	וגומ' רא אז יגלה אזן אנשים זה יעקב אבינו שגלה לו 'ה'ב'ה' את הקץ	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0090_fa_0042v.jp2/info.json
90	3	248	447	1374	518	וכשבקש לגלות ואמ' להם האספו ואגידה לכם את אשר יקרא אתכם	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0090_fa_0042v.jp2/info.json
90	4	248	497	1374	568	באחרית הימים חתם בפיו שלא יגלה הוי ובמוסרם יחתום˙ דא אךיגלה	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0090_fa_0042v.jp2/info.json
90	5	248	553	1374	624	אוזן אנשים זוה שמואל שנ' ויי' גלה את אוזן שמואל יום אחר וגומ' כעת	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0090_fa_0042v.jp2/info.json
90	6	248	611	1374	682	מחר אשלח אליך איש מאריץ בנימין וגומ' וכשהלך שמואל למשוח	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0090_fa_0042v.jp2/info.json
90	7	248	666	1374	737	לדוד ראה את אליאכ אמר אך נגד יי' משיחו˙ ויאמר יי' אל שמואל	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0090_fa_0042v.jp2/info.json
90	8	248	728	1374	799	אל תבט אל מראהו וומ' ניון שבא דוד אמ' לו קום משחהו אמ' לו ה'ב'ה'	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0090_fa_0042v.jp2/info.json
90	9	248	789	1374	860	משיחי עומד ואתה יושב קום משחהו דא אך יגלה אזן אכשים זה	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0090_fa_0042v.jp2/info.json
90	10	248	849	1374	920	אברהם שנ ויי' אמר המכסה אני מאברהם˙ ובמוסרם יחתום אלו ק	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0090_fa_0042v.jp2/info.json
90	11	248	909	1374	980	הסדומיים כיון שלא מצא בהם מצדיק חתם גזר דינם˙ 'א ˙ ויי' אמר	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0090_fa_0042v.jp2/info.json
90	12	248	964	1374	1035	המכסה אני מאברהם˙ זשה כילא יעשה יי אלהים זדבר כי אם גלה	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0090_fa_0042v.jp2/info.json
90	13	248	1017	1374	1088	סודו אל עבדיו הנכיאים˙ מתחילה היה ה'ב'ה' מגלה סודו ליריאיו שנ'	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0090_fa_0042v.jp2/info.json
90	14	248	1076	1374	1147	סוד ײ' ליריאיו ˙ חזר ונתנו לישרים שנ' בסוד ישרים ועדה˙ חזר	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0090_fa_0042v.jp2/info.json
90	15	248	1130	1374	1201	ונתנו לישרים לנביאים שנ' כי אם גלה שודואל עבדיו הנביאים	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0090_fa_0042v.jp2/info.json
90	16	248	1187	1374	1258	חטאו ישראל ' בימי עכן וגלה ליהושע שנ' חא ישראל˙ חטאו בני	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0090_fa_0042v.jp2/info.json
90	17	248	1242	1374	1313	לי גלה ה'ב'ה' לשמואל שנ ויקרא יי' אל שמואלי חטאו הסדומים	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0090_fa_0042v.jp2/info.json
